Query.Mass,Matched.Compound,Matched.Form,Mass.Diff
209.04516,C00345,M-HCOONa+H[1+],0.000683533229960176
199.00067,C00322,M+K[1+],0.000693533229991772
199.00067,C06055,M-NH3+H[1+],0.000393533230010235
232.05915,C16591,M+Na[1+],0.00107353322997028
148.99822,C00186,M+NaCl[1+],0.000643533230004323
148.99822,C00577,M+NaCl[1+],0.000643533230004323
148.99822,C01013,M+NaCl[1+],0.000643533230004323
148.99822,C00184,M+NaCl[1+],0.000643533230004323
148.99822,C00256,M+NaCl[1+],0.000643533230004323
221.0665,C00835,M-NH3+H[1+],0.00047646677001012
221.0665,C03684,M-NH3+H[1+],0.00047646677001012
221.0665,C16741,M+NaCl[1+],0.000223533229984696
241.11899,C00449,M-H4O2+H[1+],0.00081353323000144
149.02675,C01180,M+H[1+],7.35332299939273e-05
152.99473,C00111,M-H2O+H[1+],5.35332300160007e-05
152.99473,C00118,M-H2O+H[1+],5.35332300160007e-05
172.0969,C03758,M+H2O+H[1+],2.35332299780566e-05
96.96827,C00074,M-C3H4O2+H[1+],0.000306466769998792
145.08579,C01035,M[1+],0.000689999999991642
145.08579,C01107,M-HCOOK+H[1+],8.64667700000155e-05
116.07041,C00077,M-NH3+H[1+],0.000266466770000306
116.07041,C00148,M+H[1+],0.000166466769996987
116.07041,C00763,M+H[1+],0.000166466769996987
116.07041,C00515,M-NH3+H[1+],0.000266466770000306
116.07041,C00956,M-HCOOH+H[1+],0.000266466770000306
224.09256,C01132,M(S34)+H[1+],0.000416466770019497
224.09256,C00140,M(S34)+H[1+],0.000416466770019497
224.09256,C00645,M(S34)+H[1+],0.000416466770019497
224.09256,C05660,M+H2O+H[1+],0.000783533229963496
176.05562,C01042,M+H[1+],0.000243533229991044
176.05562,C14871,M(C13)+2H[2+],0.000556466770007091
176.05562,C02220,M+H2O+H[1+],0.000243533229991044
82.95267,C00011,M+K[1+],9.35332300002756e-05
116.07009,C00148,M+H[1+],0.000486466769999083
116.07009,C00763,M+H[1+],0.000486466769999083
144.04438,C05637,M-H2O+H[1+],3.53323000013006e-06
144.04438,C05639,M-H2O+H[1+],3.53323000013006e-06
144.04438,C14800,M-HCOOH+H[1+],9.64667700031896e-05
144.04438,C14802,M-HCOOH+H[1+],9.64667700031896e-05
194.08107,C16587,M+H[1+],0.000106466770006364
194.08107,C16595,M+H[1+],0.000106466770006364
194.08107,C07481,M[1+],0.000670000000013715
194.08107,C00954,M+H2O+H[1+],0.000106466770006364
194.08107,C05634,M+H2O+H[1+],0.000106466770006364
259.24311,C00249,M(S34)+H[1+],0.000166466769996987
259.24311,C00219,M-HCOOH+H[1+],0.00103353322998601
259.24311,C00473,M-CO+H[1+],0.00113353323001775
259.24311,C00899,M-CO+H[1+],0.00113353323001775
259.24311,C16682,M-CO+H[1+],0.00113353323001775
259.24311,C06428,M-CO2+H[1+],0.00103353322998601
96.95879,C05528,M-C3H4O2+H[1+],0.000286466770006655
130.06508,C15522,M(C13)+2H[2+],9.64667700031896e-05
130.06508,C00079,M-H4O2+H[1+],3.53322997170835e-06
130.06508,C00954,M-HCOOH+H[1+],9.64667700031896e-05
130.06508,C05634,M-HCOOH+H[1+],9.64667700031896e-05
130.06508,C14040,M-CO2+H[1+],9.64667700031896e-05
88.03894,C02218,M+H[1+],0.000336466769994104
88.03894,C00049,M-HCOOH+H[1+],0.000436466769983213
88.03894,C00402,M-HCOOH+H[1+],0.000436466769983213
88.03894,C02362,M-CO2+H[1+],0.000436466769983213
88.03894,C00065,M-H2O+H[1+],0.000336466769994104
88.03894,C00740,M-H2O+H[1+],0.000336466769994104
88.03894,C00439,M+2H[2+],0.000386466769995764
88.03894,C05840,M-CO2+H[1+],0.000436466769983213
174.05525,C14040,M+H[1+],0.000273533230000567
174.05525,C05635,M-H2O+H[1+],0.000373533230003886
174.05525,C16591,M-H4O2+H[1+],0.000373533229975465
174.05525,C16596,M-H2O+H[1+],0.000373533230003886
144.04442,C05637,M-H2O+H[1+],4.35332300128266e-05
144.04442,C05639,M-H2O+H[1+],4.35332300128266e-05
144.04442,C14800,M-HCOOH+H[1+],5.6466769990493e-05
144.04442,C14802,M-HCOOH+H[1+],5.6466769990493e-05
170.03079,C07648,M(Cl37)+H[1+],0.000286466770006655
103.03878,C00232,M+H[1+],0.000196466769992298
103.03878,C00109,M+H[1+],0.000196466769992298
103.03878,C00188,M-NH3+H[1+],0.000196466769992298
103.03878,C00164,M+H[1+],0.000196466769992298
103.03878,C00349,M+H[1+],0.000196466769992298
103.03878,C06002,M+H[1+],0.000196466769992298
103.03878,C00197,M-HCOOK+H[1+],9.64667699889787e-05
103.03878,C00631,M-HCOOK+H[1+],9.64667699889787e-05
103.03878,C00026,M-CO2+H[1+],0.000196466769992298
103.03878,C02266,M-HCOOH+H[1+],0.000296466769995618
103.03878,C02630,M-HCOOH+H[1+],0.000296466769995618
190.0503,C14800,M+H[1+],0.000423533229991335
190.0503,C14802,M+H[1+],0.000423533229991335
190.0503,C01252,M-H2O+H[1+],0.000423533229991335
190.0503,C14801,M-H2O+H[1+],0.000423533229991335
101.0594711,C00719,M-NH3+H[1+],0.000305366769993043
101.0594711,C00183,M-NH3+H[1+],0.000305366769993043
265.09315,C00130,M-HCOOK+H[1+],7.35332299655056e-05
101.02304,C03508,M-NH3+H[1+],0.000336466769994104
101.02304,C00026,M-HCOOH+H[1+],0.000336466769994104
101.02304,C00042,M-H2O+H[1+],0.000236466770004995
101.02304,C02170,M-H2O+H[1+],0.000236466770004995
101.02304,C03232,M-HCOOK+H[1+],0.000236466770019206
101.02304,C01036,M+2H[2+],0.000286466770006655
101.02304,C01061,M+2H[2+],0.000286466770006655
259.14532,C03461,M+K[1+],0.000156466769965391
151.02517,C22500,M-NH3+H[1+],9.35332300002756e-05
151.02517,C00366,M-H2O+H[1+],0.000193533230003595
115.07522,C00123,M-NH3+H[1+],0.000156466770008024
115.07522,C00407,M-NH3+H[1+],0.000156466770008024
89.02294,C00022,M+H[1+],0.000336466769994104
89.02294,C00222,M+H[1+],0.000336466769994104
89.02294,C00065,M-NH3+H[1+],0.000436466769983213
89.02294,C00740,M-NH3+H[1+],0.000436466769983213
89.02294,C00036,M-CO2+H[1+],0.000436466769983213
89.02294,C00122,M-CO+H[1+],0.000336466769979893
89.02294,C00149,M-HCOOH+H[1+],0.000436466769983213
89.02294,C00258,M-H2O+H[1+],0.000336466769994104
89.02294,C02670,M+2H[2+],0.000386466769995764
89.02294,C00322,M-C3H4O2+H[1+],0.000436466769997423
243.17139,C03461,M+Na[1+],0.000586466770016614
180.06572,C00355,M-H2O+H[1+],0.000243533229991044
180.06572,C01252,M-CO+H[1+],0.000243533229991044
180.06572,C05637,M+H2O+H[1+],0.000143533229987725
180.06572,C05639,M+H2O+H[1+],0.000143533229987725
180.06572,C05645,M-CO2+H[1+],0.000143533229987725
180.06572,C14801,M-CO+H[1+],0.000243533229991044
215.09194,C01149,M+HCOOK[1+],0.000163533229994073
99.0074,C00122,M-H2O+H[1+],0.00027646676998927
99.0074,C00149,M-H4O2+H[1+],0.000176466770000161
147.04402,C00672,M-HCOONa+H[1+],5.64667700473365e-05
147.04402,C00673,M-HCOONa+H[1+],5.64667700473365e-05
147.04402,C05582,M-H4O2+H[1+],4.35332299844049e-05
147.04402,C05583,M-H4O2+H[1+],4.35332299844049e-05
147.04402,C00166,M-H2O+H[1+],4.35332299844049e-05
147.04402,C02763,M-H2O+H[1+],4.35332299844049e-05
150.05489,C05578,M+H[1+],8.64667700000155e-05
150.05489,C00822,M-HCOOH+H[1+],0.000186466770003335
150.05489,C01693,M-CO2+H[1+],8.64667700000155e-05
150.05489,C04185,M-CO2+H[1+],8.64667700000155e-05
150.05489,C00250,M-H2O+H[1+],1.35332300033042e-05
209.05298,C05828,M+HCOONa[1+],0.000296466770009829
233.08181,C06213,M+NaCl[1+],0.00023353322998787
147.06468,C00117,M-HCOOK+H[1+],0.000496466770016468
147.06468,C00199,M-HCOOK+H[1+],0.000496466770016468
147.06468,C00231,M-HCOOK+H[1+],0.000496466770016468
147.06468,C00620,M-HCOOK+H[1+],0.000496466770016468
147.06468,C00794,M-H4O2+H[1+],0.000396466770013149
147.06468,C01019,M-H2O+H[1+],0.000496466769988047
147.06468,C01697,M-H4O2+H[1+],0.000396466770013149
179.10685,C16633,M-HCOOK+H[1+],0.000773533230017165
264.1071,C00270,M-HCOOH+H[1+],0.000776466769991657
264.1071,C00272,M+Na[1+],0.000323533229959594
261.16109,C00621,M-HCOOK+H[1+],0.000262676770034886
261.16109,C06081,M+K[1+],5.19207699767321e-05
244.13032,C21016,M-HCOOH+H[1+],0.00104353322998918
244.13032,C19577,M+H2O+H[1+],0.0011435332299925
244.13032,C19580,M+H2O+H[1+],0.0011435332299925
168.0657,C00250,M+H[1+],0.000223533229984696
168.0657,C00822,M-CO+H[1+],0.000223533229984696
168.0657,C05578,M+H2O+H[1+],0.000123533229981376
206.04549,C05645,M-H2O+H[1+],0.00071353322999812
167.02036,C12248,M-H4O2+H[1+],0.000483533229981958
145.06473,C14786,M+H[1+],4.64667700157406e-05
145.06473,C14787,M+H[1+],4.64667700157406e-05
145.06473,C06205,M-H2O+H[1+],4.64667699873189e-05
115.07521,C00123,M-NH3+H[1+],0.000166466770011198
115.07521,C00407,M-NH3+H[1+],0.000166466770011198
250.03245,C20239,M+K[1+],0.000826466770007528
123.04399,C00544,M-HCOOH+H[1+],0.000186466770003335
123.04399,C01161,M-HCOOH+H[1+],0.000186466770003335
123.04399,C05577,M-HCOOH+H[1+],0.000186466770003335
181.04996,C00198,M(S34)+H[1+],0.000816466770004354
181.04996,C01040,M(S34)+H[1+],0.000816466770004354
181.04996,C01179,M+H[1+],0.000383533229978639
181.04996,C00355,M-NH3+H[1+],0.000383533229978639
181.04996,C05350,M+H[1+],0.000383533229978639
181.04996,C05584,M-H2O+H[1+],0.00048353323001038
144.06541,C00624,M-HCOOH+H[1+],0.000166466769996987
144.06541,C00956,M-H2O+H[1+],6.64667699936672e-05
144.06541,C03287,M-HCOOK+H[1+],6.64667699936672e-05
144.06541,C00329,M-H4O2+H[1+],6.64667699936672e-05
219.08694,C05401,M-H4O2+H[1+],0.000663533229982249
128.03415,C00940,M-H2O+H[1+],2.64667699809706e-05
128.03415,C05947,M-H4O2+H[1+],2.64667700093923e-05
148.03942,C05579,M+H[1+],0.000143533229987725
148.03942,C01693,M-HCOOH+H[1+],4.35332300128266e-05
148.03942,C04185,M-HCOOH+H[1+],4.35332300128266e-05
148.03942,C17938,M-CO2+H[1+],4.35332300128266e-05
148.03942,C05653,M-H2O+H[1+],0.000143533230016146
148.03942,C00847,M-H4O2+H[1+],0.000143533229987725
148.03942,C06055,M-HCOONa+H[1+],4.35332299844049e-05
146.02363,C17938,M-HCOOH+H[1+],0.000146466769990639
165.05487,C00082,M-NH3+H[1+],0.000193533229975174
165.05487,C00166,M+H[1+],0.000293533229978493
165.05487,C02763,M+H[1+],0.000293533229978493
165.05487,C01068,M-HCOONa+H[1+],0.000193533230003595
165.05487,C05582,M-H2O+H[1+],0.000293533230006915
165.05487,C05583,M-H2O+H[1+],0.000293533230006915
152.99465,C00111,M-H2O+H[1+],2.64667699809706e-05
152.99465,C00118,M-H2O+H[1+],2.64667699809706e-05
129.05462,C04076,M-NH3+H[1+],5.64667700189148e-05
129.05462,C02946,M-NH3+H[1+],5.64667700189148e-05
129.05462,C01019,M-H4O2+H[1+],4.35332299844049e-05
130.08627,C00047,M-NH3+H[1+],6.46677000304408e-06
130.08627,C00408,M+H[1+],6.46677000304408e-06
130.08627,C05936,M+H[1+],6.46677000304408e-06
197.04514,C00191,M(S34)+H[1+],0.000636466770004063
197.04514,C00618,M(S34)+H[1+],0.000636466770004063
222.07673,C07501,M-NH3+H[1+],0.000553533229975756
222.07673,C00331,M+H2O+H[1+],0.000653533229979075
127.0001,C01146,M+Na[1+],0.00017646676998595
127.0001,C00383,M+Na[1+],0.00017646676998595
127.0001,C00168,M+Na[1+],0.00017646676998595
73.02806,C00546,M+H[1+],0.000316466770001966
73.02806,C00186,M-H2O+H[1+],0.000316466770001966
73.02806,C00577,M-H2O+H[1+],0.000316466770001966
73.02806,C01013,M-H2O+H[1+],0.000316466770001966
73.02806,C00184,M-H2O+H[1+],0.000316466770001966
73.02806,C00256,M-H2O+H[1+],0.000316466770001966
73.02806,C00988,M-HCOOK+H[1+],0.000316466770016177
193.04976,C16591,M-NH3+H[1+],0.000183533229971999
193.04976,C00103,M-HCOONa+H[1+],0.000183533229971999
193.04976,C00668,M-HCOONa+H[1+],0.000183533229971999
193.04976,C01172,M-HCOONa+H[1+],0.000183533229971999
193.04976,C00275,M-HCOONa+H[1+],0.000183533229971999
193.04976,C00636,M-HCOONa+H[1+],0.000183533229971999
193.04976,C01094,M-HCOONa+H[1+],0.000183533229971999
193.04976,C00085,M-HCOONa+H[1+],0.000183533229971999
193.04976,C00446,M-HCOONa+H[1+],0.000183533229971999
193.04976,C01097,M-HCOONa+H[1+],0.000183533229971999
193.04976,C00092,M-HCOONa+H[1+],0.000183533229971999
193.04976,C03862,M-HCOONa+H[1+],0.000165007229952607
193.04976,C04006,M-HCOONa+H[1+],0.000183533229971999
193.04976,C01177,M-HCOONa+H[1+],0.000183533229971999
193.04976,C03546,M-HCOONa+H[1+],0.000183533229971999
212.97893,C00417,M+K[1+],0.00024646677002238
239.07689,C04874,M-NH3+H[1+],0.000686466770019933
239.07689,C01762,M-HCOOH+H[1+],0.000686466769991512
121.02839,C00108,M-NH3+H[1+],8.64667699858046e-05
121.02839,C00156,M-H2O+H[1+],1.35332300033042e-05
121.02839,C05585,M-H2O+H[1+],1.35332300033042e-05
192.06579,C00328,M-NH3+H[1+],0.000213533229981522
192.06579,C05635,M+H[1+],0.000313533229984841
192.06579,C05647,M-NH3+H[1+],0.000213533229981522
192.06579,C16596,M+H[1+],0.000313533229984841
192.06579,C00352,M-HCOONa+H[1+],0.0002135332299531
192.06579,C14040,M+H2O+H[1+],0.000213533229981522
192.06579,C16591,M-H2O+H[1+],0.000313533229984841
245.08272,C06800,M-HCOONa+H[1+],0.000556466770035513
194.08956,C05127,M+HCOONa[1+],0.000416466769991075
264.08819,C00360,M-HCOONa+H[1+],0.000113533229978202
193.05004,C16591,M-NH3+H[1+],0.00046353322997561
193.05004,C00103,M-HCOONa+H[1+],0.00046353322997561
193.05004,C00668,M-HCOONa+H[1+],0.00046353322997561
193.05004,C01172,M-HCOONa+H[1+],0.00046353322997561
193.05004,C00275,M-HCOONa+H[1+],0.00046353322997561
193.05004,C00636,M-HCOONa+H[1+],0.00046353322997561
193.05004,C01094,M-HCOONa+H[1+],0.00046353322997561
193.05004,C00085,M-HCOONa+H[1+],0.00046353322997561
193.05004,C00446,M-HCOONa+H[1+],0.00046353322997561
193.05004,C01097,M-HCOONa+H[1+],0.00046353322997561
193.05004,C00092,M-HCOONa+H[1+],0.00046353322997561
193.05004,C03862,M-HCOONa+H[1+],0.000445007229956218
193.05004,C04006,M-HCOONa+H[1+],0.00046353322997561
193.05004,C01177,M-HCOONa+H[1+],0.00046353322997561
193.05004,C03546,M-HCOONa+H[1+],0.00046353322997561
269.05682,C16238,M(C13)+2H[2+],0.000156466770022234
223.09726,C00670,M-H4O2+H[1+],0.0005835332300137
209.0662,C16365,M-H2O+H[1+],0.000676466769988338
223.09718,C00670,M-H4O2+H[1+],0.000503533230016728
124.03917,C05828,M-NH3+H[1+],0.000206466770009683
124.03917,C00253,M+H[1+],0.000106466769992153
124.03917,C07446,M+H[1+],0.000106466769992153
124.03917,C00822,M-C3H4O2+H[1+],0.000206466769995473
124.03917,C03722,M-CO2+H[1+],0.000206466769981262
124.03917,C03824,M-H2O+H[1+],0.000106466769992153
135.03016,C00242,M-NH3+H[1+],1.64667700062182e-05
135.03016,C22499,M-NH3+H[1+],1.64667700062182e-05
135.03016,C00385,M-H2O+H[1+],8.35332299971014e-05
135.03016,C16241,M-C3H4O2+H[1+],0.000483533229981958
108.04414,C05827,M-NH3+H[1+],0.000336466769994104
108.04414,C00632,M-HCOOH+H[1+],0.000336466769979893
121.02833,C00108,M-NH3+H[1+],0.000146466769990639
121.02833,C00156,M-H2O+H[1+],4.64667700015298e-05
121.02833,C05585,M-H2O+H[1+],4.64667700015298e-05
132.06557,C00430,M+H[1+],9.35332300002756e-05
132.06557,C01110,M+H[1+],9.35332300002756e-05
132.06557,C01157,M+H[1+],9.35332300002756e-05
132.06557,C01165,M+H[1+],9.35332300002756e-05
132.06557,C05147,M+H[1+],9.35332300002756e-05
132.06557,C03440,M+H[1+],9.35332300002756e-05
132.06557,C01042,M-CO2+H[1+],6.46677000304408e-06
132.06557,C03912,M+H2O+H[1+],6.46677000304408e-06
132.06557,C03564,M+H2O+H[1+],6.46677000304408e-06
132.06557,C06055,M-HCOOK+H[1+],9.35332300002756e-05
160.03952,C03287,M-HCOONa+H[1+],0.000143533229987725
160.03952,C00822,M-H4O2+H[1+],0.000243533229991044
267.12169,C00378,M(C13)+H[1+],0.00128646677001143
142.05001,C03824,M+H[1+],0.00013353322998455
142.05001,C04409,M-CO2+H[1+],0.00013353322998455
142.05001,C00253,M+H2O+H[1+],0.00013353322998455
142.05001,C07446,M+H2O+H[1+],0.00013353322998455
265.07175,C06196,M-HCOONa+H[1+],0.000326466770047773
175.09657,C00327,M[1+],0.000870000000020354
118.04982,C03508,M+H[1+],5.6466769990493e-05
118.04982,C00624,M-C3H4O2+H[1+],5.64667700047039e-05
118.04982,C00940,M-CO+H[1+],4.35332300128266e-05
118.04982,C05947,M-HCOOH+H[1+],0.000156466769993813
118.04982,C01044,M-CO2+H[1+],5.6466769990493e-05
267.12398,C00378,M(C13)+H[1+],0.0010035332300049
121.02836,C00108,M-NH3+H[1+],0.000116466769981116
121.02836,C00156,M-H2O+H[1+],1.64667699920074e-05
121.02836,C05585,M-H2O+H[1+],1.64667699920074e-05
136.07561,C00082,M-HCOOH+H[1+],0.000166466769996987
136.07561,C03758,M-H2O+H[1+],6.64667699936672e-05
245.09295,C00214,M(S34)+H[1+],0.000426466770022671
224.05613,C05645,M+H[1+],0.000753533229982395
188.07094,C00078,M-NH3+H[1+],0.000263533229997392
188.07094,C05660,M-H2O+H[1+],0.000363533230000712
113.02315,C04281,M-NH3+H[1+],0.00022646676998761
113.02315,C02237,M-NH3+H[1+],0.00022646676998761
113.02315,C04282,M-NH3+H[1+],0.00022646676998761
113.02315,C01879,M-NH3+H[1+],0.00022646676998761
113.02315,C02266,M-H4O2+H[1+],0.000126466770012712
113.02315,C05580,M-C3H4O2+H[1+],0.000226466770001821
113.02315,C02630,M-H4O2+H[1+],0.000126466770012712
113.02315,C01185,M+3H[3+],0.000259800103336261
223.01418,C00166,M+NaCl[1+],0.0010035332300049
223.01418,C02763,M+NaCl[1+],0.0010035332300049
99.0438,C00148,M-NH3+H[1+],0.00027646676998927
99.0438,C00763,M-NH3+H[1+],0.00027646676998927
99.0438,C01801,M-H4O2+H[1+],0.00017646676998595
99.0438,C00141,M-H2O+H[1+],0.000176466770000161
99.0438,C05576,M-C3H4O2+H[1+],0.000276466769975059
176.03442,C01693,M-H2O+H[1+],0.000243533230019466
176.03442,C04185,M-H2O+H[1+],0.000243533230019466
176.03442,C02918,M+K[1+],0.000143533230016146
125.05969,C00544,M-CO2+H[1+],8.64667700000155e-05
125.05969,C00642,M-CO+H[1+],0.000113533230006624
125.05969,C01161,M-CO2+H[1+],8.64667700000155e-05
125.05969,C04043,M-CO+H[1+],0.000113533230006624
125.05969,C05576,M-HCOOH+H[1+],8.64667699715937e-05
125.05969,C05577,M-CO2+H[1+],8.64667700000155e-05
125.05969,C05852,M-CO+H[1+],0.000113533230006624
192.06584,C00624,M(S34)+H[1+],0.000936466770014022
192.06584,C00328,M-NH3+H[1+],0.000263533229997392
192.06584,C05635,M+H[1+],0.000363533230000712
192.06584,C05647,M-NH3+H[1+],0.000263533229997392
192.06584,C16596,M+H[1+],0.000363533230000712
192.06584,C00352,M-HCOONa+H[1+],0.000263533229968971
192.06584,C14040,M+H2O+H[1+],0.000263533229997392
192.06584,C16591,M-H2O+H[1+],0.000363533230000712
186.11263,C05475,M+H+Na[2+],0.000696466769994686
186.11263,C05478,M+H+Na[2+],0.000696466769994686
186.11263,C05487,M+H+Na[2+],0.000696466769994686
186.11263,C05587,M+H2O+H[1+],0.000153533229962477
152.99472,C00111,M-H2O+H[1+],4.35332300128266e-05
152.99472,C00118,M-H2O+H[1+],4.35332300128266e-05
179.05532,C00198,M+H[1+],0.000343533229994364
179.05532,C01040,M+H[1+],0.000343533229994364
179.05532,C00257,M-H2O+H[1+],0.000343533229994364
179.05532,C00800,M-H2O+H[1+],0.000343533229994364
179.05532,C00322,M+H2O+H[1+],0.000243533229962622
179.05532,C16241,M-CO+H[1+],0.000456466770003772
110.02363,C00178,M-NH3+H[1+],4.64667700015298e-05
110.02363,C02835,M-NH3+H[1+],4.64667700015298e-05
110.02363,C00940,M-H4O2+H[1+],5.35332300017899e-05
214.07005,C00822,M+H2O+H[1+],0.00102646677001417
119.04906,C03765,M-H2O+H[1+],1.64667700062182e-05
119.04906,C00166,M-HCOOH+H[1+],0.000116466769995327
119.04906,C02763,M-HCOOH+H[1+],0.000116466769995327
119.04906,C07086,M-H2O+H[1+],1.64667700062182e-05
133.01304,C00036,M+H[1+],0.000136466770015886
133.01304,C05924,M(C13)+3H[3+],0.000596866563341791
239.1285,C11061,M+2H[2+],0.000723533230001294
201.07636,C00487,M+K[1+],0.000583533229985278
201.07636,C05582,M+H2O+H[1+],0.000583533229985278
201.07636,C05583,M+H2O+H[1+],0.000583533229985278
122.05993,C05578,M-CO+H[1+],4.64667699873189e-05
122.05993,C05653,M-CO2+H[1+],0.000146466769990639
122.05993,C00250,M-HCOOH+H[1+],0.000146466769990639
122.05993,C16587,M-C3H4O2+H[1+],0.000146466770004849
122.05993,C16595,M-C3H4O2+H[1+],0.000146466770004849
162.05494,C05637,M+H[1+],3.64667700125665e-05
162.05494,C05639,M+H[1+],3.64667700125665e-05
162.05494,C03090,M-HCOONa+H[1+],3.64667700409882e-05
162.05494,C00355,M-H4O2+H[1+],6.35332299623315e-05
162.05494,C01252,M-HCOOH+H[1+],0.000136466770015886
162.05494,C14800,M-CO+H[1+],6.35332299907532e-05
162.05494,C14801,M-HCOOH+H[1+],0.000136466770015886
162.05494,C14802,M-CO+H[1+],6.35332299907532e-05
127.00014,C01146,M+Na[1+],0.000136466769987464
127.00014,C00383,M+Na[1+],0.000136466769987464
127.00014,C00168,M+Na[1+],0.000136466769987464
128.04947,C14040,M-HCOOH+H[1+],0.000106466769977942
204.06633,C00331,M+H[1+],0.000853533229985715
204.06633,C00643,M-NH3+H[1+],0.000753533229982395
177.03944,C02670,M+H[1+],6.35332299907532e-05
177.03944,C00191,M-H2O+H[1+],6.35332300191749e-05
177.03944,C00618,M-H2O+H[1+],6.35332300191749e-05
196.04879,C00388,M+HCOOK[1+],0.0006135332299948
206.08171,C05660,M+H[1+],0.000533533229969407
118.02141,C00122,M(C13)+H[1+],0.000266466769986096
138.05509,C00108,M+H[1+],0.000113533230006624
138.05509,C05653,M-CO+H[1+],0.000213533230009944
138.05509,C00847,M-HCOOH+H[1+],1.35332300033042e-05
138.05509,C16591,M-C3H4O2+H[1+],0.000113533229978202
256.08273,C05841,M[1+],0.000630000000001019
199.06066,C00257,M(S34)+H[1+],0.000716466770001034
199.06066,C00800,M(S34)+H[1+],0.000716466770001034
199.06066,C05584,M+H[1+],0.0005835332300137
199.06066,C01179,M+H2O+H[1+],0.000483533229981958
199.06066,C05350,M+H2O+H[1+],0.000483533229981958
193.04996,C16591,M-NH3+H[1+],0.000383533229978639
193.04996,C00103,M-HCOONa+H[1+],0.000383533229978639
193.04996,C00668,M-HCOONa+H[1+],0.000383533229978639
193.04996,C01172,M-HCOONa+H[1+],0.000383533229978639
193.04996,C00275,M-HCOONa+H[1+],0.000383533229978639
193.04996,C00636,M-HCOONa+H[1+],0.000383533229978639
193.04996,C01094,M-HCOONa+H[1+],0.000383533229978639
193.04996,C00085,M-HCOONa+H[1+],0.000383533229978639
193.04996,C00446,M-HCOONa+H[1+],0.000383533229978639
193.04996,C01097,M-HCOONa+H[1+],0.000383533229978639
193.04996,C00092,M-HCOONa+H[1+],0.000383533229978639
193.04996,C03862,M-HCOONa+H[1+],0.000365007229959247
193.04996,C04006,M-HCOONa+H[1+],0.000383533229978639
193.04996,C01177,M-HCOONa+H[1+],0.000383533229978639
193.04996,C03546,M-HCOONa+H[1+],0.000383533229978639
114.05485,C03912,M+H[1+],0.000126466769998501
114.05485,C03564,M+H[1+],0.000126466769998501
114.05485,C00430,M-H2O+H[1+],2.64667699951815e-05
114.05485,C01110,M-H2O+H[1+],2.64667699951815e-05
114.05485,C01157,M-H2O+H[1+],2.64667699951815e-05
114.05485,C01165,M-H2O+H[1+],2.64667699951815e-05
114.05485,C05147,M-H2O+H[1+],2.64667699951815e-05
114.05485,C02220,M-CO2+H[1+],0.00012646676998429
114.05485,C03824,M-CO+H[1+],2.64667699809706e-05
114.05485,C03440,M-H2O+H[1+],2.64667699951815e-05
114.05485,C00931,M+2H[2+],0.000126466769998501
271.02031,C05699,M+H[1+],0.0011335332299609
257.10304,C05401,M(S34)+H[1+],0.000236466769990784
144.0443832,C05637,M-H2O+H[1+],6.73323000910386e-06
144.0443832,C05639,M-H2O+H[1+],6.73323000910386e-06
144.0443832,C14800,M-HCOOH+H[1+],9.32667699942158e-05
144.0443832,C14802,M-HCOOH+H[1+],9.32667699942158e-05
254.10338,C07535,M(C13)+H[1+],0.00119646677001128
258.03853,C14800,M+HCOONa[1+],0.00125353322999899
258.03853,C14802,M+HCOONa[1+],0.00125353322999899
119.03373,C00042,M+H[1+],0.000146466769990639
119.03373,C02170,M+H[1+],0.000146466769990639
119.03373,C00026,M-CO+H[1+],4.64667699873189e-05
119.03373,C05946,M-CO2+H[1+],0.000146466769990639
