Query.Mass,Matched.Compound,Matched.Form,Mass.Diff
119.03373,C01127,M-CO2+H[1+],0.000146466769990639
136.03928,C05842,M-NH3+H[1+],9.64667700316113e-05
136.03928,C05843,M-NH3+H[1+],9.64667700316113e-05
136.03928,C00632,M-H2O+H[1+],3.53323000013006e-06
136.03928,C01252,M-C3H4O2+H[1+],9.64667700316113e-05
136.03928,C14801,M-C3H4O2+H[1+],9.64667700316113e-05
216.09839,C00475,M-CO+H[1+],0.0006135332299948
80.96383,C00059,M-H2O+H[1+],0.000246466769993958
80.96383,C05527,M-C3H4O2+H[1+],0.000246466769993958
122.02356,C00785,M-NH3+H[1+],0.000116466769995327
122.02356,C01693,M-C3H4O2+H[1+],0.000116466769981116
122.02356,C04185,M-C3H4O2+H[1+],0.000116466769981116
122.02356,C02220,M-H4O2+H[1+],1.64667699920074e-05
122.02356,C03722,M-HCOOH+H[1+],0.000216466769970225
199.06049,C00257,M(S34)+H[1+],0.000886466770026573
199.06049,C00800,M(S34)+H[1+],0.000886466770026573
199.06049,C05584,M+H[1+],0.000413533229988161
199.06049,C01179,M+H2O+H[1+],0.00031353322995642
199.06049,C05350,M+H2O+H[1+],0.00031353322995642
239.1287,C11061,M+2H[2+],0.000923533230007934
204.05086,C01035,M+NaCl[1+],0.000116466770009538
204.05086,C04409,M+H2O+H[1+],0.000583533229985278
131.0701,C00233,M+H[1+],0.000176466770000161
131.0701,C00671,M+H[1+],0.000176466770000161
131.0701,C00672,M-HCOOK+H[1+],7.6466770025263e-05
131.0701,C00673,M-HCOOK+H[1+],7.6466770025263e-05
131.0701,C00300,M[1+],0.000599999999991496
131.0701,C00418,M-H2O+H[1+],0.000176466770000161
229.09804,C00931,M(S34)+H[1+],0.000436466770025845
229.09804,C05642,M-H4O2+H[1+],0.000963533229992208
135.04398,C01179,M-HCOOH+H[1+],0.000196466770006509
135.04398,C00642,M-H2O+H[1+],3.53323000013006e-06
135.04398,C04043,M-H2O+H[1+],3.53323000013006e-06
135.04398,C05350,M-HCOOH+H[1+],0.000196466770006509
135.04398,C05576,M-H4O2+H[1+],3.53323000013006e-06
135.04398,C05852,M-H2O+H[1+],3.53323000013006e-06
196.0609,C00822,M+H[1+],0.000423533229991335
196.0609,C05645,M-CO+H[1+],0.000523533229994655
255.08864,C05512,M(S34)+H[1+],0.000336466770022525
261.16002,C06081,M+K[1+],0.00112192077000373
164.0707,C05636,M-NH3+H[1+],2.35332299780566e-05
164.0707,C05638,M-NH3+H[1+],2.35332299780566e-05
164.0707,C00082,M-H2O+H[1+],0.000123533229981376
164.0707,C01252,M-CO2+H[1+],2.35332299780566e-05
164.0707,C05635,M-CO+H[1+],0.000223533229984696
164.0707,C00018,M-HCOOK+H[1+],0.000123533229981376
164.0707,C14801,M-CO2+H[1+],2.35332299780566e-05
164.0707,C16591,M-HCOOH+H[1+],2.35332299780566e-05
164.0707,C16596,M-CO+H[1+],0.000223533229984696
172.09702,C03758,M+H2O+H[1+],0.000143533229959303
158.08118,C00437,M-NH3+H[1+],3.53322997170835e-06
94.02841,C05130,M-NH3+H[1+],0.000366466770003626
94.02841,C04281,M-H4O2+H[1+],0.000266466770000306
94.02841,C05653,M-C3H4O2+H[1+],0.000366466769989415
94.02841,C02237,M-H4O2+H[1+],0.000266466770000306
94.02841,C04282,M-H4O2+H[1+],0.000266466770000306
94.02841,C01879,M-H4O2+H[1+],0.000266466770000306
143.07011,C00114,M+K[1+],0.000166466769996987
143.07011,C05576,M-CO+H[1+],6.64667699936672e-05
208.06107,C01252,M+H[1+],0.000593533229988452
208.06107,C03227,M-NH3+H[1+],0.000593533229988452
208.06107,C05651,M-NH3+H[1+],0.000593533229988452
208.06107,C14801,M+H[1+],0.000593533229988452
208.06107,C14800,M+H2O+H[1+],0.000593533229988452
208.06107,C14802,M+H2O+H[1+],0.000593533229988452
253.09295,C05512,M+H[1+],0.000226466770016032
253.09295,C00492,M+2H[2+],0.00117353323000202
253.09295,C05404,M+2H[2+],0.00117353323000202
253.09295,C00721,M+2H[2+],0.00115604523000457
125.02322,C03824,M-NH3+H[1+],0.000156466769993813
125.02322,C00322,M-H4O2+H[1+],5.64667700189148e-05
256.05932,C00357,M-HCOOH+H[1+],0.0011435332299925
256.05932,C04257,M-HCOOH+H[1+],0.0011435332299925
256.05932,C04501,M-HCOOH+H[1+],0.0011435332299925
256.05932,C18060,M-HCOOH+H[1+],0.0011435332299925
259.11899,C00670,M+H[1+],0.0011135332300114
247.11887,C03793,M+NaCl[1+],0.000493533229985132
184.06083,C00847,M+H[1+],0.000353533229997538
184.06083,C05127,M+NaCl[1+],0.000346466769997278
184.06083,C05653,M+H2O+H[1+],0.000353533229997538
189.07589,C00114,M+HCOOK[1+],0.000186466770031757
189.07589,C02714,M+NaCl[1+],0.000586466770016614
189.07589,C05576,M+H2O+H[1+],0.000113533229978202
189.07589,C00255,M+2H[2+],0.000536466770029165
198.07621,C00355,M+H[1+],0.00013353322998455
174.95547,C14453,M(S34)+H[1+],6.46677003146578e-06
174.95547,C14839,M(S34)+H[1+],6.46677003146578e-06
174.95547,C14840,M(S34)+H[1+],6.46677003146578e-06
136.06135,C00147,M+H[1+],0.000426466769994249
206.04897,C02291,M-NH3+H[1+],0.000793533229995091
203.03199,C00117,M-CO+H[1+],0.000513533229991481
203.03199,C00199,M-CO+H[1+],0.000513533229991481
203.03199,C00231,M-CO+H[1+],0.000513533229991481
203.03199,C00620,M-CO+H[1+],0.000513533229991481
203.03199,C01019,M+K[1+],0.00071353322999812
203.03199,C01179,M+Na[1+],0.000413533229988161
203.03199,C05350,M+Na[1+],0.000413533229988161
203.03199,C05699,M-HCOONa+H[1+],0.0002135332299531
121.02835,C00108,M-NH3+H[1+],0.00012646676998429
121.02835,C00156,M-H2O+H[1+],2.64667699951815e-05
121.02835,C05585,M-H2O+H[1+],2.64667699951815e-05
182.04451,C16355,M[1+],0.000509999999991351
182.04451,C16359,M[1+],0.000509999999991351
128.07054,C00450,M+H[1+],3.64667700125665e-05
128.07054,C04076,M-H2O+H[1+],3.64667700125665e-05
128.07054,C02946,M-H2O+H[1+],3.64667700125665e-05
236.09593,C06868,M[1+],0.000930000000010978
215.08599,C14852,M-C3H4O2+H[1+],0.000413533229988161
268.08297,C19574,M+NaCl[1+],0.000693533229991772
227.10347,C00931,M+H[1+],0.00079353322996667
227.10347,C00328,M+H2O+H[1+],0.00079353322996667
227.10347,C05647,M+H2O+H[1+],0.00079353322996667
227.10347,C16582,M-CO+H[1+],0.000893533229969989
227.10347,C16584,M-CO+H[1+],0.000893533229969989
231.09791,C04376,M-HCOOK+H[1+],0.000433533230022931
245.09422,C00214,M(S34)+H[1+],0.00084353322998254
245.09422,C00214,M(Cl37)+H[1+],0.000556466770007091
265.00325,C22443,M+H+Na[2+],0.000876466770023399
262.05736,C19563,M+K[1+],0.00111646676998589
262.05736,C19566,M+K[1+],0.00111646676998589
129.05452,C04076,M-NH3+H[1+],0.000156466770022234
129.05452,C02946,M-NH3+H[1+],0.000156466770022234
129.05452,C01019,M-H4O2+H[1+],5.64667700189148e-05
176.03455,C01693,M-H2O+H[1+],0.000373533230003886
176.03455,C04185,M-H2O+H[1+],0.000373533230003886
176.03455,C02918,M+K[1+],0.000273533230000567
150.0412,C22500,M-H2O+H[1+],0.000223533230013118
123.04385,C00544,M-HCOOH+H[1+],0.00032646676999093
123.04385,C01161,M-HCOOH+H[1+],0.00032646676999093
123.04385,C05577,M-HCOOH+H[1+],0.00032646676999093
187.00896,C16613,M(S34)+H[1+],0.000383533229978639
185.08102,C05594,M+H[1+],0.000143533229987725
185.08102,C00588,M+H[1+],0.000156466770022234
185.08102,C01181,M+K[1+],0.000143533229987725
185.08102,C05581,M+H2O+H[1+],0.000143533229987725
185.08102,C01996,M+K[1+],0.000143533229987725
231.07722,C00526,M(S34)+H[1+],0.000456466770003772
212.05608,C00526,M-NH3+H[1+],0.000703533229994946
212.05608,C01693,M+H2O+H[1+],0.000703533229994946
212.05608,C04185,M+H2O+H[1+],0.000703533229994946
250.09325,C00212,M-H2O+H[1+],0.000226466769959188
250.09325,C00330,M-H2O+H[1+],0.000226466769959188
119.01604,C00122,M(Cl37)+H[1+],0.000563533230007351
119.01604,C00155,M-NH3+H[1+],0.000136466770001675
249.06185,C01762,M-H4O2+H[1+],7.35332299939273e-05
109.02836,C01179,M-C3H4O2+H[1+],0.000116466769995327
109.02836,C00628,M-HCOOH+H[1+],0.000116466769981116
109.02836,C05350,M-C3H4O2+H[1+],0.000116466769995327
188.09192,C00547,M+H2O+H[1+],0.000143533229959303
188.09192,C00314,M+H2O+H[1+],0.000143533229959303
188.0099,C05578,M+K[1+],0.00057646677001344
74.02331,C00940,M-C3H4O2+H[1+],0.000366466769989415
102.05474,C00025,M-HCOOH+H[1+],0.000336466769994104
102.05474,C00940,M-CO2+H[1+],0.000236466769990784
102.05474,C00188,M-H2O+H[1+],0.000136466770001675
102.05474,C01005,M-HCOOK+H[1+],0.000136466770015886
102.05474,C04281,M-CO+H[1+],0.000136466769987464
102.05474,C05938,M-HCOOH+H[1+],0.000336466769994104
102.05474,C00217,M-HCOOH+H[1+],0.000336466769994104
102.05474,C02237,M-CO+H[1+],0.000136466769987464
102.05474,C04282,M-CO+H[1+],0.000136466769987464
102.05474,C01879,M-CO+H[1+],0.000136466769987464
113.05959,C00408,M-NH3+H[1+],0.000186466770003335
113.05959,C05936,M-NH3+H[1+],0.000186466770003335
113.05959,C00233,M-H2O+H[1+],8.64667699858046e-05
113.05959,C00671,M-H2O+H[1+],8.64667699858046e-05
113.05959,C05594,M-C3H4O2+H[1+],0.000186466769989124
113.05959,C00588,M-C3H4O2+H[1+],0.000486466769999083
113.05959,C00418,M-H4O2+H[1+],8.64667700000155e-05
151.0392,C00250,M-NH3+H[1+],0.000223533229984696
151.0392,C00544,M-H2O+H[1+],0.000223533229984696
151.0392,C01161,M-H2O+H[1+],0.000223533229984696
151.0392,C05577,M-H2O+H[1+],0.000223533229984696
163.06012,C03827,M+H[1+],4.35332300128266e-05
163.06012,C00329,M-NH3+H[1+],5.6466769990493e-05
163.06012,C00031,M-H2O+H[1+],4.35332300128266e-05
163.06012,C00221,M-H2O+H[1+],4.35332300128266e-05
163.06012,C00267,M-H2O+H[1+],4.35332300128266e-05
163.06012,C00095,M-H2O+H[1+],4.35332300128266e-05
163.06012,C00159,M-H2O+H[1+],4.35332300128266e-05
163.06012,C01720,M-H2O+H[1+],4.35332300128266e-05
163.06012,C00124,M-H2O+H[1+],4.35332300128266e-05
163.06012,C00137,M-H2O+H[1+],4.35332300128266e-05
163.06012,C00984,M-H2O+H[1+],4.35332300128266e-05
87.04369,C00111,M-HCOOK+H[1+],0.000286466769992444
87.04369,C00118,M-HCOOK+H[1+],0.000286466769992444
87.04369,C01205,M-NH3+H[1+],0.000386466769995764
87.04369,C00334,M-NH3+H[1+],0.000386466769995764
87.04369,C01026,M-NH3+H[1+],0.000386466769995764
87.04369,C02356,M-NH3+H[1+],0.000386466769995764
87.04369,C03284,M-NH3+H[1+],0.000386466769995764
87.04369,C06001,M-H2O+H[1+],0.000286466770006655
87.04369,C05984,M-H2O+H[1+],0.000286466770006655
87.04369,C01089,M-H2O+H[1+],0.000286466770006655
91.05387,C03765,M-HCOOH+H[1+],0.000406466769987901
91.05387,C07086,M-HCOOH+H[1+],0.000406466769987901
91.05387,C06205,M-C3H4O2+H[1+],0.00040646676997369
119.04904,C03765,M-H2O+H[1+],3.64667699983556e-05
119.04904,C00166,M-HCOOH+H[1+],0.000136466769987464
119.04904,C02763,M-HCOOH+H[1+],0.000136466769987464
119.04904,C07086,M-H2O+H[1+],3.64667699983556e-05
234.07721,C00357,M-HCOONa+H[1+],0.00103353322995758
234.07721,C04257,M-HCOONa+H[1+],0.00103353322995758
234.07721,C04501,M-HCOONa+H[1+],0.00103353322995758
234.07721,C18060,M-HCOONa+H[1+],0.00103353322995758
172.99322,C11537,M(Cl37)+H[1+],0.000243533230019466
267.23312,C05949,M-HCOONa+H[1+],0.00115646677005543
267.23312,C14772,M-C3H4O2+H[1+],0.0012435332299674
267.23312,C14773,M-C3H4O2+H[1+],0.0012435332299674
267.23312,C14774,M-C3H4O2+H[1+],0.0012435332299674
267.23312,C14775,M-C3H4O2+H[1+],0.0012435332299674
267.23312,C04717,M-HCOOH+H[1+],0.0011435332299925
136.07562,C00082,M-HCOOH+H[1+],0.000156466770022234
136.07562,C03758,M-H2O+H[1+],5.64667700189148e-05
254.10058,C07496,M(C13)+H[1+],3.53323000013006e-06
254.10058,C16601,M(C13)+H[1+],3.53323000013006e-06
254.10058,C16602,M(C13)+H[1+],3.53323000013006e-06
254.10058,C05401,M[1+],0.00038000000000693
234.07682,C00357,M-HCOONa+H[1+],0.000643533229947479
234.07682,C04257,M-HCOONa+H[1+],0.000643533229947479
234.07682,C04501,M-HCOONa+H[1+],0.000643533229947479
234.07682,C18060,M-HCOONa+H[1+],0.000643533229947479
151.01377,C00116,M+NaCl[1+],0.000593533229988452
170.04503,C00388,M+NaCl[1+],0.000446466770000598
114.01842,C02362,M-H2O+H[1+],0.000156466769979602
114.01842,C04409,M-C3H4O2+H[1+],0.000156466769979602
114.01842,C05840,M-H2O+H[1+],0.000156466769979602
181.049969,C00198,M(S34)+H[1+],0.000807466769998655
181.049969,C01040,M(S34)+H[1+],0.000807466769998655
181.049969,C01179,M+H[1+],0.000392533229984338
181.049969,C00355,M-NH3+H[1+],0.000392533229984338
181.049969,C05350,M+H[1+],0.000392533229984338
181.049969,C05584,M-H2O+H[1+],0.000492533230016079
235.06027,C00780,M+NaCl[1+],0.00060646676999454
163.03922,C00117,M-HCOONa+H[1+],0.000143533229959303
163.03922,C00199,M-HCOONa+H[1+],0.000143533229959303
163.03922,C00231,M-HCOONa+H[1+],0.000143533229959303
163.03922,C00620,M-HCOONa+H[1+],0.000143533229959303
163.03922,C01179,M-H2O+H[1+],0.000243533229991044
163.03922,C05350,M-H2O+H[1+],0.000243533229991044
163.03922,C05584,M-H4O2+H[1+],0.000343533229994364
109.02827,C01179,M-C3H4O2+H[1+],0.000206466769995473
109.02827,C00628,M-HCOOH+H[1+],0.000206466769981262
109.02827,C05350,M-C3H4O2+H[1+],0.000206466769995473
198.06801,C00257,M(C13)+H[1+],0.000966466770023544
198.06801,C00800,M(C13)+H[1+],0.000966466770023544
248.09284,C05642,M-NH3+H[1+],0.00106353322999553
213.11265,C00670,M-HCOOH+H[1+],0.000173533230025669
159.07642,C00327,M-NH3+H[1+],5.6466769990493e-05
159.07642,C05828,M+H2O+H[1+],5.64667700189148e-05
213.09139,C01674,M+2H[2+],0.000536466770029165
87.04371,C00111,M-HCOOK+H[1+],0.000266466769986096
87.04371,C00118,M-HCOOK+H[1+],0.000266466769986096
87.04371,C01205,M-NH3+H[1+],0.000366466769989415
87.04371,C00334,M-NH3+H[1+],0.000366466769989415
87.04371,C01026,M-NH3+H[1+],0.000366466769989415
87.04371,C02356,M-NH3+H[1+],0.000366466769989415
87.04371,C03284,M-NH3+H[1+],0.000366466769989415
87.04371,C06001,M-H2O+H[1+],0.000266466770000306
87.04371,C00670,M+3H[3+],0.000433133436644084
87.04371,C05984,M-H2O+H[1+],0.000266466770000306
87.04371,C01089,M-H2O+H[1+],0.000266466770000306
253.08295,C05648,M+H[1+],0.0010735332299987
117.03334,C00642,M-H4O2+H[1+],3.64667700125665e-05
117.03334,C04043,M-H4O2+H[1+],3.64667700125665e-05
117.03334,C05852,M-H4O2+H[1+],3.64667700125665e-05
261.16107,C00621,M-HCOOK+H[1+],0.000282676770041235
261.16107,C06081,M+K[1+],7.19207699830804e-05
132.02868,C02362,M+H[1+],0.000496466769988047
132.02868,C05840,M+H[1+],0.000496466769988047
132.02868,C07649,M(C13)+H[1+],0.00010353323000345
259.14557,C03461,M+K[1+],9.35332300286973e-05
144.02914,C01044,M-H2O+H[1+],6.35332300191749e-05
164.03447,C17938,M-CO+H[1+],0.000293533230006915
85.02802,C00074,M-HCOOK+H[1+],0.000356466770014663
85.02802,C00544,M+2H[2+],0.000406466770002112
85.02802,C00232,M-H2O+H[1+],0.000356466770000452
85.02802,C00109,M-H2O+H[1+],0.000356466770000452
85.02802,C00164,M-H2O+H[1+],0.000356466770000452
85.02802,C00349,M-H2O+H[1+],0.000356466770000452
85.02802,C06002,M-H2O+H[1+],0.000356466770000452
85.02802,C01161,M+2H[2+],0.000406466770002112
85.02802,C05577,M+2H[2+],0.000406466770002112
131.07025,C00233,M+H[1+],2.64667700093923e-05
131.07025,C00671,M+H[1+],2.64667700093923e-05
131.07025,C00672,M-HCOOK+H[1+],7.35332299655056e-05
131.07025,C00673,M-HCOOK+H[1+],7.35332299655056e-05
131.07025,C00418,M-H2O+H[1+],2.64667700093923e-05
149.05971,C00079,M-NH3+H[1+],6.64667700220889e-05
149.05971,C00415,M(C13)+3H[3+],0.000399800103338066
149.05971,C16612,M(C13)+2H[2+],0.000283533229975319
149.05971,C05581,M-H2O+H[1+],3.35332300096525e-05
149.05971,C05594,M-H4O2+H[1+],3.35332299812308e-05
149.05971,C00588,M-H4O2+H[1+],0.000266466770028728
185.11745,C05956,M+2H[2+],0.000223533229984696
107.01268,C00253,M-NH3+H[1+],9.64667699889787e-05
107.01268,C07446,M-NH3+H[1+],9.64667699889787e-05
186.02231,C00130,M+H+Na[2+],0.00048353323001038
232.05919,C16591,M+Na[1+],0.00111353322998298
157.04951,C00156,M+H2O+H[1+],6.64667700220889e-05
157.04951,C01036,M-CO2+H[1+],6.64667700220889e-05
157.04951,C01061,M-CO2+H[1+],6.64667700220889e-05
157.04951,C05580,M-CO+H[1+],3.35332299812308e-05
157.04951,C05585,M+H2O+H[1+],6.64667700220889e-05
112.98436,C00011,M+HCOONa[1+],0.000116466769995327
223.06081,C05382,M-HCOONa+H[1+],0.000633533229972727
157.04985,C00156,M+H2O+H[1+],0.000273533229972145
157.04985,C01036,M-CO2+H[1+],0.000273533229972145
157.04985,C01061,M-CO2+H[1+],0.000273533229972145
157.04985,C05580,M-CO+H[1+],0.000373533229975465
157.04985,C05585,M+H2O+H[1+],0.000273533229972145
232.0588,C00352,M-CO+H[1+],0.000823533229976192
232.0588,C16591,M+Na[1+],0.000723533229972873
236.05632,C05648,M-NH3+H[1+],0.00094353322998586
239.1288,C11061,M+2H[2+],0.00102353323001125
112.03918,C21028,M-NH3+H[1+],0.000196466770006509
112.03918,C00025,M-H4O2+H[1+],9.64667700031896e-05
112.03918,C04281,M-H2O+H[1+],9.64667699889787e-05
112.03918,C05938,M-H4O2+H[1+],9.64667700031896e-05
112.03918,C02220,M-HCOOH+H[1+],0.000196466769978088
112.03918,C00217,M-H4O2+H[1+],9.64667700031896e-05
112.03918,C02237,M-H2O+H[1+],9.64667699889787e-05
112.03918,C04282,M-H2O+H[1+],9.64667699889787e-05
112.03918,C01879,M-H2O+H[1+],9.64667699889787e-05
112.03918,C00847,M-C3H4O2+H[1+],0.000196466769992298
241.09905,C07501,M(S34)+H[1+],0.000573533229982104
241.09905,C07501,M(Cl37)+H[1+],0.000826466770007528
225.09577,C20934,M-CO2+H[1+],0.00110646677003956
115.0389,C00430,M-NH3+H[1+],7.64667699968413e-05
115.0389,C01110,M-NH3+H[1+],7.64667699968413e-05
115.0389,C01157,M-NH3+H[1+],7.64667699968413e-05
115.0389,C01165,M-NH3+H[1+],7.64667699968413e-05
115.0389,C05147,M-NH3+H[1+],7.64667699968413e-05
115.0389,C03440,M-NH3+H[1+],7.64667699968413e-05
115.0389,C00121,M-H4O2+H[1+],2.35332300064783e-05
115.0389,C00181,M-H4O2+H[1+],2.35332300064783e-05
115.0389,C00259,M-H4O2+H[1+],2.35332300064783e-05
115.0389,C00309,M-H4O2+H[1+],2.35332300064783e-05
115.0389,C00310,M-H4O2+H[1+],2.35332300064783e-05
115.0389,C00312,M-H4O2+H[1+],2.35332300064783e-05
115.0389,C00322,M-HCOOH+H[1+],0.000176466770000161
239.20141,C03461,M+H2O+H[1+],0.000833533229979366
203.08137,C06423,M+NaCl[1+],0.000493533229985132
203.08137,C00643,M-H2O+H[1+],0.000106466770006364
203.08137,C07185,M+NaCl[1+],0.000493533229985132
203.08137,C07501,M-H4O2+H[1+],0.000106466770034785
226.07158,C00214,M-NH3+H[1+],0.000503533229988307
226.07158,C01252,M+H2O+H[1+],0.000503533229988307
226.07158,C14801,M+H2O+H[1+],0.000503533229988307
137.02334,C00632,M-NH3+H[1+],3.64667700125665e-05
137.02334,C00628,M-H2O+H[1+],6.35332299907532e-05
181.0499,C00198,M(S34)+H[1+],0.000876466769994977
181.0499,C01040,M(S34)+H[1+],0.000876466769994977
181.0499,C01179,M+H[1+],0.000323533229988016
181.0499,C00355,M-NH3+H[1+],0.000323533229988016
181.0499,C05350,M+H[1+],0.000323533229988016
181.0499,C05584,M-H2O+H[1+],0.000423533230019757
165.0548,C00082,M-NH3+H[1+],0.000123533229981376
165.0548,C00166,M+H[1+],0.000223533229984696
165.0548,C02763,M+H[1+],0.000223533229984696
165.0548,C01068,M-HCOONa+H[1+],0.000123533230009798
165.0548,C05582,M-H2O+H[1+],0.000223533230013118
165.0548,C05583,M-H2O+H[1+],0.000223533230013118
241.21723,C06081,M+H2O+H[1+],0.000988079229983896
241.21723,C04717,M-C3H4O2+H[1+],0.000953533229989034
259.11264,C14852,M-CO+H[1+],0.000963533229992208
259.11264,C14853,M-CO2+H[1+],0.00086353323001731
247.08265,C00487,M+HCOOK[1+],0.0010735332299987
134.05981,C00547,M-H4O2+H[1+],0.000166466770025409
134.05981,C05637,M-CO+H[1+],0.000166466769996987
134.05981,C05639,M-CO+H[1+],0.000166466769996987
134.05981,C05660,M-C3H4O2+H[1+],0.000266466770000306
134.05981,C00314,M-H4O2+H[1+],0.000166466770025409
96.95881,C05528,M-C3H4O2+H[1+],0.000266466770000306
220.08215,C00835,M-H2O+H[1+],0.000726466769975787
220.08215,C03684,M-H2O+H[1+],0.000726466769975787
220.08215,C04874,M-H4O2+H[1+],0.000726466770004208
139.11173,C16300,M+2H[2+],3.53322997170835e-06
141.01831,C02220,M-NH3+H[1+],3.35332300096525e-05
141.01831,C02670,M-H4O2+H[1+],0.00013353322998455
141.01831,C02514,M-HCOOH+H[1+],3.35332300096525e-05
137.02339,C00632,M-NH3+H[1+],1.35332300033042e-05
137.02339,C00628,M-H2O+H[1+],0.000113533230006624
104.03388,C01042,M-C3H4O2+H[1+],0.000396466769998938
104.03388,C02362,M-CO+H[1+],0.000296466769981407
104.03388,C05840,M-CO+H[1+],0.000296466769981407
146.06002,C00082,M-H4O2+H[1+],4.35332299844049e-05
146.06002,C05635,M-HCOOH+H[1+],5.6466769990493e-05
146.06002,C14040,M-CO+H[1+],4.35332300128266e-05
146.06002,C14800,M-CO2+H[1+],5.6466769990493e-05
146.06002,C14802,M-CO2+H[1+],5.6466769990493e-05
146.06002,C16596,M-HCOOH+H[1+],5.6466769990493e-05
225.2221,C14825,M-C3H4O2+H[1+],0.000823533230004614
225.2221,C14826,M-C3H4O2+H[1+],0.000823533230004614
136.04968,C00379,M-NH3+H[1+],0.000403533229984987
136.04968,C00532,M-NH3+H[1+],0.000403533229984987
188.01005,C05578,M+K[1+],0.000426466769994249
221.0791,C00487,M+NaCl[1+],0.000223533230013118
186.07651,C01132,M-H4O2+H[1+],0.000533533229997829
186.07651,C00140,M-H4O2+H[1+],0.000533533229997829
186.07651,C00645,M-H4O2+H[1+],0.000533533229997829
186.07651,C00250,M+H2O+H[1+],0.000433533229994509
122.97451,C05528,M-HCOOH+H[1+],0.000266466770000306
185.08087,C05594,M+H[1+],6.46677000304408e-06
185.08087,C00588,M+H[1+],0.000306466770013003
185.08087,C01181,M+K[1+],6.46677000304408e-06
185.08087,C05581,M+H2O+H[1+],6.46677000304408e-06
185.08087,C01996,M+K[1+],6.46677000304408e-06
242.94363,C03232,M+NaCl[1+],0.000453533230000858
131.08142,C00439,M-CO2+H[1+],0.000156466769993813
264.08813,C00360,M-HCOONa+H[1+],5.35332299591573e-05
96.95868,C05528,M-C3H4O2+H[1+],0.000396466769998938
138.05446,C00108,M+H[1+],0.000516466769994395
138.05446,C05653,M-CO+H[1+],0.000416466769991075
138.05446,C00847,M-HCOOH+H[1+],0.000616466769997714
138.05446,C16591,M-C3H4O2+H[1+],0.000516466770022816
182.08152,C00082,M+H[1+],0.000343533229994364
182.08152,C16591,M-CO+H[1+],0.000443533229997684
127.039,C03827,M-H4O2+H[1+],0.000123533230009798
127.039,C00628,M-CO+H[1+],0.000123533230009798
127.039,C05584,M-C3H4O2+H[1+],2.35332300206892e-05
151.03908,C00250,M-NH3+H[1+],0.00010353323000345
151.03908,C00544,M-H2O+H[1+],0.00010353323000345
151.03908,C01161,M-H2O+H[1+],0.00010353323000345
151.03908,C05577,M-H2O+H[1+],0.00010353323000345
100.03908,C16622,M-NH3+H[1+],0.000296466769995618
100.03908,C00940,M-HCOOH+H[1+],0.000296466769981407
100.03908,C03508,M-H2O+H[1+],0.000196466769992298
173.02104,C00093,M+H[1+],6.35332299907532e-05
173.02104,C00279,M-CO+H[1+],0.000163533229994073
173.02104,C01801,M+K[1+],0.000363533230000712
173.02104,C02985,M-C3H4O2+H[1+],6.35332300191749e-05
173.02104,C00246,M+HCOOK[1+],6.35332299907532e-05
161.04471,C00322,M+H[1+],0.00023353322998787
161.04471,C00198,M-H2O+H[1+],0.000333533230019611
161.04471,C00257,M-H4O2+H[1+],0.00033353322999119
161.04471,C00800,M-H4O2+H[1+],0.00033353322999119
161.04471,C01040,M-H2O+H[1+],0.000333533230019611
161.04471,C16241,M-HCOOH+H[1+],0.000666466769985163
111.04393,C00450,M-NH3+H[1+],0.000146466769990639
111.04393,C00156,M-CO+H[1+],4.64667699873189e-05
111.04393,C00628,M-CO2+H[1+],0.000146466769990639
111.04393,C05582,M-C3H4O2+H[1+],0.000146466769976428
111.04393,C05583,M-C3H4O2+H[1+],0.000146466769976428
111.04393,C05585,M-CO+H[1+],4.64667699873189e-05
222.07669,C07501,M-NH3+H[1+],0.000513533229991481
222.07669,C00331,M+H2O+H[1+],0.0006135332299948
109.02828,C01179,M-C3H4O2+H[1+],0.000196466770006509
